user_input,reference_contexts,reference,synthesizer_name
Wht is the numbr of meetng places at 낫개 station on line 1?,"['1호선 만남의 장소\n\n1호선 각 역의 만남의 장소 수량은 다음과 같습니다: - 다대포해수욕장, 다대포항, 낫개, 신장림, 장림, 동매, 신평, 하단, 당리, 사하, 괴정, 대티, 서대신, 동대신, 토성, 자갈치, 남포, 중앙, 부산, 초량, 부산진, 좌천, 범일, 범내골, 부전, 양정, 시청, 연산(1), 교대(1), 동래(1), 명륜, 온천장, 부산대, 장전, 구서, 남산, 범어사, 노포: 각 1개 - 두실: 2개 - 서면(1): 0개\n\n2호선 만남의 장소']",낫개 station on line 1 has 1 meeting place.,single_hop_specifc_query_synthesizer
"In the context of urban infrastructure, how many meeting places are available at the Jangsan station on Line 2, and how does this compare to other stations?","['2호선 만남의 장소\n\n2호선 각 역의 만남의 장소 수량은 다음과 같습니다: - 장산, 중동, 해운대, 동백, 벡스코(시립미술관), 센텀시티, 민락, 금련산, 남천, 경성대·부경대, 대연, 못골, 지게골, 문현, 전포, 부암, 가야, 동의대, 개금, 냉정, 주례, 감전, 사상(2), 덕포, 모덕, 모라, 구남, 구명, 수정, 화명, 율리, 동원, 금곡, 증산, 부산대양산캠퍼스, 남양산, 양산: 각 1개 - 수영(2), 광안, 호포: 각 2개 - 국제금융센터·부산은행, 서면(2): 0개 - 덕천(2): 3개\n\n3호선 만남의 장소\n\n3호선 각 역의 만남의 장소 수량은 다음과 같습니다: - 수영(3), 망미, 배산, 물만골, 연산(3), 거제(3), 종합운동장, 사직, 미남(3), 만덕, 남산정, 숙등, 구포, 강서구청, 체육공원, 대저(3): 각 1개 - 덕천(3): 3개']","The Jangsan station on Line 2 has 1 meeting place, which is the same number as most other stations on Line 2, except for a few like Sasang and Suyeong, which have 2, and Deokcheon, which has 3.",single_hop_specifc_query_synthesizer
How many meeting places are available at Geumsa Station on Line 4?,"['4호선 만남의 장소\n\n4호선 각 역의 만남의 장소 수량은 다음과 같습니다: - 미남(4), 동래(4), 수안, 낙민, 충렬사, 명장, 서동, 금사, 반여농산물시장, 석대, 영산대, 윗반송, 고촌, 안평: 각 1개']",Geumsa Station on Line 4 has 1 meeting place.,single_hop_specifc_query_synthesizer
"Busan Metro, how to get tourist map?",['전동차내 노선도\n\n종합노선도 다운로드\n\n1호선 다운로드\n\n2호선 다운로드\n\n3호선 다운로드\n\n4호선 다운로드\n\n관광노선도\n\n부산도시철도 관광 노선도 Busan Metro Tourist Map\n\n내려받기\n\n문의: - 열차 운행 관련: 1544-5005 - 담당부서: 여객사업처 - 전화번호: 051-640-7441'],You can download the Busan Metro Tourist Map by accessing the '부산도시철도 관광 노선도 Busan Metro Tourist Map' section and selecting '내려받기'.,single_hop_specifc_query_synthesizer
What is the role of 부산교통공사 in managing lost items?,"['부산도시철도 1, 2, 3, 4호선 유실물 센터에서는 각 역 및 전동차 내에서 습득한 유실물을 보관하고 있습니다. 2020년 7월 1일부터 부산교통공사 유실물시스템이 LOST112로 통합 운영됩니다.\n\n유실물서비스센터 안내\n\n위치: 부산도시철도 서면역 역무안전실\n\n운영시간: 평일 09:00~18:00 (토,일,공휴일 휴무)\n\n전화번호: 051-640-7339, 051-678-6191\n\n분실물 신고방법\n\n즉시 신고: 열차 출발 직후 분실 사실을 알게 된 경우 역무안전실로 신고\n\n늦게 신고: 종착역 또는 유실물 서비스센터로 신고\n\n열차번호 기억\n\n하차시간 기억\n\n하차한 차량의 위치 기억\n\n처리절차\n\n유실물 습득 - 전동차/역구내\n\nLOST112 유실물 정보등록 - 유실물 습득역(익일 10시까지 보관)\n\n유실물 서비스센터 보관 - 습득일로부터 7일 보관']","부산교통공사는 부산도시철도 1, 2, 3, 4호선에서 습득한 유실물을 보관하며, 2020년 7월 1일부터 유실물시스템을 LOST112로 통합 운영하고 있습니다.",single_hop_specifc_query_synthesizer
Wht is the role of the 경찰청 in the process of handling lost items in urban transportation systems?,['유실물 서비스센터 보관 - 습득일로부터 7일 보관\n\n본인 인계 또는 경찰청 인계 - 습득일로부터 7일 이내 유실자가 나타나지 않을 시\n\n부산김해경전철 유실물센터 안내\n\n운영시간: 09:00~18:00 / 유실물보관소\n\n운영시간 이후: 일과시간 종료 후 (공휴일 포함) / 대사역\n\n부산김해경전철 유실물현황은 해당 사이트에서 확인 가능합니다.'],"If the owner of a lost item does not appear within 7 days from the date of discovery, the item is handed over to the 경찰청.",single_hop_specifc_query_synthesizer
Wher are the smrt libraris in Busan subwy?,['스마트 도서관 설치 현황\n\n부산 지하철 역별 스마트 도서관 설치 현황은 다음과 같습니다:\n\n호선 역명 수량 장소 설치기관 1호선 연산역 1 지하1층 연제구청 1호선 교대역 1 지하1층 연제구청 2호선 센텀시티역 1 지하1층 해운대 인문학도서관 2호선 덕천역 1 지하1층 북구청 2호선 양산역 1 지하1층 양산시 3호선 망미역 1 지하1층 수영구청 3호선 종합운동장역 1 지하2층 연제구청 3호선 대저역 1 2층 강서구청'],"In Busan subway, smart libraries are installed at the following stations: Yeonsan Station (Line 1), Gyo-dae Station (Line 1), Centum City Station (Line 2), Deokcheon Station (Line 2), Yangsan Station (Line 2), Mangmi Station (Line 3), Sports Complex Station (Line 3), and Daejeo Station (Line 3).",single_hop_specifc_query_synthesizer
Wut is the purpse of the 콜센터?,"['부산도시철도는 시민들의 약속을 지켜드립니다! 역별 열차시각은 상황에 따라 변경될 수 있습니다. 주말, 평일 오전 9시 이전이나 오후 6시 이후 열차 시각 문의는 콜센터(1544-5005)로 문의해주시기 바랍니다.\n\n호선별 역 안내\n\n1호선\n\n다대포해수욕장\n\n다대포항\n\n낫개\n\n신장림\n\n장림\n\n동매\n\n신평\n\n하단\n\n당리\n\n사하\n\n괴정\n\n대티\n\n서대신\n\n동대신\n\n토성\n\n자갈치\n\n남포\n\n중앙\n\n부산\n\n초량\n\n부산진\n\n좌천\n\n범일\n\n범내골\n\n환승역서면(1)\n\n부전\n\n양정\n\n시청\n\n환승역연산(1)\n\n환승역교대(1)\n\n환승역동래(1)\n\n명륜\n\n온천장\n\n부산대\n\n장전\n\n구서\n\n두실\n\n남산\n\n범어사\n\n노포\n\n담당부서 : 승무처 전화번호 : 051-640-7324']","The 콜센터 (1544-5005) is for inquiries about train schedules on weekends, before 9 AM, or after 6 PM on weekdays.",single_hop_specifc_query_synthesizer
호포 근처에 경찰 순찰 있나?,"['현황\n\n부산경찰청 범죄예방대응과 기동순찰대는 경찰관 16명으로 구성되어 있으며, 서면역을 중심으로 6개 출장소에서 거점 및 유동 근무를 실시하고 있습니다. 연락처는 051-899-3046입니다.\n\n시간대별 근무\n\n출·퇴근시간대 집중순찰 (08:00 ~ 19:00): 주요 환승역 승강장에서 유동순찰 및 거점근무를 실시합니다. 주요 근무 장소는 서면, 연산, 수영, 미남입니다.\n\n권역별 거점근무 (출·퇴근시간대 외): 6개 권역에서 가시적 순찰활동을 실시합니다.\n\n1권역: 서면~호포\n\n2권역: 서면~장산\n\n3권역: 노포~연산\n\n4권역: 부산역~다대포\n\n5권역: 안평~대저\n\n6권역: 수영~미남']","호포는 1권역에 포함되어 있으며, 서면에서 호포까지 가시적 순찰활동이 이루어집니다.",single_hop_specifc_query_synthesizer
부산 도시철도에서 낫개 역에 전동휠체어 급속충전기가 설치되어 있는지 확인할 수 있나요?,"['부산 도시철도 각 호선의 전동휠체어 급속충전기 설치 현황은 다음과 같습니다.\n\n1호선\n\n총 30개소\n\n주요 설치 위치: 다대포해수욕장, 다대포항, 낫개, 신장림 등\n\n2호선\n\n총 31개소\n\n주요 설치 위치: 장산, 중동, 해운대, 벡스코(시립미술관) 등\n\n3호선\n\n총 12개소\n\n주요 설치 위치: 망미, 배산, 물만골, 거제(3) 등\n\n4호선\n\n총 7개소\n\n주요 설치 위치: 수안, 낙민, 충렬사, 명장 등\n\n각 역의 자세한 설치 위치는 역명과 함께 제공됩니다.']",부산 도시철도 1호선의 주요 설치 위치 중 하나로 낫개 역에 전동휠체어 급속충전기가 설치되어 있습니다.,single_hop_specifc_query_synthesizer
What role does the 개인정보보호법 play in the protection of personal information?,"['회원정보동의\n\n홈페이지 이용약관, 개인정보 수집 및 이용안내에 미동의 시 회원가입에 제한이 있습니다.\n\n개인정보는 [개인정보보호법]에 따라 보호됩니다.\n\n회원가입 후 2년 경과 시 개인정보 수집에 대한 재동의를 받습니다. 미동의 시 회원탈퇴 및 정보 삭제가 가능합니다.\n\n부산교통공사 홈페이지 이용약관\n\n제1조【목적 등】\n\n이 약관은 부산교통공사 홈페이지 회원가입 및 이용에 관한 사항을 규정합니다.\n\n제2조【회원에 대한 서비스 제공】\n\n열차운행 정보, 도시철도 문화행사 정보, 단체승차권 및 안전체험장 서비스 신청결과 등 제공\n\n제4조【약관의 효력발생】\n\n약관은 홈페이지에 게시하거나 공지하여 효력을 발생합니다.']",Personal information is protected in accordance with the 개인정보보호법.,single_hop_specifc_query_synthesizer
Where can the application for mobile tickets be downloaded?,"['1회용 QR승차권 구매\n\n자동발매기에서 구매 가능하며, 목적지에 따라 요금이 다릅니다.\n\n노선도에서 목적지 선택 후 요금을 확인하고 결제하면 승차권과 거스름돈이 나옵니다.\n\n교통카드 구매 및 충전\n\n교통카드는 자동충전기와 편의점에서 구매할 수 있습니다.\n\n청소년과 어린이는 생년월일 등록 후 요금 할인을 받을 수 있습니다.\n\n자동발매기 또는 자동충전기에서 충전 가능하며, 금액 입력 후 결제하면 됩니다.\n\n교통카드 환불\n\n교통카드 잔액은 편의점에서 환불받을 수 있습니다.\n\n모바일 승차권\n\n애플리케이션은 구글 플레이스토어 또는 애플 앱스토어에서 다운로드 가능합니다.\n\n메트로페이 충전 및 정기승차권 구매 가능하며, 도시철도만 이용할 수 있습니다.']",The application for mobile tickets can be downloaded from the Google Play Store or the Apple App Store.,single_hop_specifc_query_synthesizer
"What is the current status of external ramps at the Hadan station on the Busan Metro Line 1, and how does it compare to other major stations on the same line?","['부산 도시철도의 외부경사로 현황은 다음과 같습니다.\n\n1호선\n\n총 67개\n\n주요 역: 낫개, 신평, 하단, 당리, 사하, 괴정, 대티, 서대신, 동대신, 토성, 자갈치, 남포, 중앙, 부산, 초량, 부산진, 좌천, 범일, 범내골, 서면(1), 부전, 양정, 시청, 교대(1), 동래(1), 명륜, 온천장, 부산대, 장전, 두실, 남산, 범어사, 노포\n\n2호선\n\n총 92개\n\n주요 역: 장산, 중동, 해운대, 동백, 벡스코(시립미술관), 센텀시티, 민락, 수영(2), 광안, 금련산, 남천, 경성대·부경대, 대연, 못골, 지게골, 문현, 국제금융센터·부산은행, 전포, 서면(2), 부암, 가야, 동의대, 개금, 냉정, 주례, 감전, 사상(2), 덕포, 모덕, 모라, 구남, 구명, 덕천(2), 수정, 화명, 율리, 금곡, 호포, 증산, 양산\n\n3호선\n\n총 25개']","The Hadan station is one of the major stations on the Busan Metro Line 1, which has a total of 67 external ramps. Other major stations on this line include Nakgae, Sinpyeong, Dangni, Saha, Goejeong, Daeti, Seodaesin, Dongdaesin, Toseong, Jagalchi, Nampo, Jungang, Busan, Choryang, Busanjin, Jwacheon, Beomil, Beomnaegol, Seomyeon(1), Bujeon, Yangjeong, City Hall, Gyodae(1), Dongnae(1), Myeongnyun, Oncheonjang, Pusan National University, Jangjeon, Dusil, Namsan, Beomeosa, and Nopo.",single_hop_specifc_query_synthesizer
What is the significance of 거제 station on Line 3 in the metro system?,"['3호선\n\n총 25개\n\n주요 역: 망미, 배산, 물만골, 연산(3), 거제(3), 종합운동장, 사직, 미남(3), 만덕, 남산정, 숙등, 덕천(3), 구포, 강서구청, 체육공원\n\n4호선\n\n없음']",거제 station is one of the major stations on Line 3 of the metro system.,single_hop_specifc_query_synthesizer
"How many escalators are available at Dadaepo Beach Station on Line 1 of the Busan Urban Railroad, and how does this compare to other stations on the same line?",['부산 도시철도 에스컬레이터는 총 652대가 운영 중입니다. 각 호선별 에스컬레이터 수는 다음과 같습니다:\n\n1호선: 141대\n\n2호선: 206대\n\n3호선: 174대\n\n4호선: 131대\n\n각 역별 에스컬레이터 수는 다음과 같습니다:\n\n1호선\n\n다대포해수욕장: 13대\n\n다대포항: 21대\n\n낫개: 13대\n\n신장림: 12대\n\n장림: 14대\n\n동매: 12대\n\n하단: 2대\n\n괴정: 2대\n\n대티: 3대\n\n서대신: 7대\n\n자갈치: 6대\n\n남포: 7대\n\n중앙: 2대\n\n부산: 6대\n\n범내골: 2대\n\n서면(1): 10대\n\n연산(1): 4대\n\n교대(1): 1대\n\n동래(1): 2대\n\n범어사: 1대\n\n노포: 1대\n\n2호선\n\n벡스코(시립미술관): 2대\n\n센텀시티: 14대\n\n민락: 8대\n\n수영(2): 6대\n\n광안: 8대\n\n금련산: 8대\n\n남천: 8대\n\n경성대·부경대: 8대\n\n대연: 8대\n\n못골: 8대\n\n지게골: 8대\n\n문현: 8대\n\n국제금융센터·부산은행: 4대'],"Dadaepo Beach Station on Line 1 of the Busan Urban Railroad has 13 escalators. Compared to other stations on the same line, it has the same number of escalators as Nakgae Station, which also has 13 escalators. It has more escalators than most other stations on Line 1, such as Hadan and Goejeong, which have only 2 escalators each.",single_hop_specifc_query_synthesizer
How many units are allocated at the Motgol station according to the urban railroad regulations?,['대연: 8대\n\n못골: 8대\n\n지게골: 8대\n\n문현: 8대\n\n국제금융센터·부산은행: 4대\n\n전포: 4대\n\n서면(2): 8대\n\n부암: 8대\n\n가야: 8대\n\n동의대: 8대\n\n개금: 8대\n\n사상(2): 2대\n\n구남: 8대\n\n구명: 8대\n\n수정: 6대\n\n화명: 4대\n\n호포: 2대\n\n증산: 8대\n\n부산대양산캠퍼스: 4대\n\n남양산: 10대\n\n양산: 12대\n\n3호선\n\n수영(3): 4대\n\n망미: 12대\n\n배산: 16대\n\n물만골: 12대\n\n연산(3): 20대\n\n거제(3): 5대\n\n종합운동장: 13대\n\n사직: 3대\n\n미남(3): 4대\n\n만덕: 20대\n\n남산정: 5대\n\n숙등: 12대\n\n덕천(3): 10대\n\n구포: 9대\n\n강서구청: 12대\n\n체육공원: 10대\n\n대저(3): 7대\n\n4호선\n\n미남(4): 6대\n\n동래(4): 24대\n\n수안: 16대\n\n낙민: 7대\n\n충렬사: 12대\n\n명장: 12대\n\n서동: 12대\n\n금사: 9대\n\n반여농산물시장: 6대\n\n석대: 2대\n\n영산대: 6대\n\n윗반송: 7대\n\n고촌: 6대'],Motgol station has 8 units allocated.,single_hop_specifc_query_synthesizer
"In the context of optimizing urban transportation systems, how does the distribution of escalators at various metro stations, such as the nine escalators at 금사, contribute to improving urban mobility?",['금사: 9대\n\n반여농산물시장: 6대\n\n석대: 2대\n\n영산대: 6대\n\n윗반송: 7대\n\n고촌: 6대\n\n안평: 6대'],"The distribution of escalators at metro stations, such as the nine escalators at 금사, plays a crucial role in enhancing urban mobility by facilitating efficient passenger flow and reducing congestion. This strategic placement ensures that high-traffic areas are adequately serviced, thereby improving the overall functionality and efficiency of the transportation system.",single_hop_specifc_query_synthesizer
"In the context of emergency procedures on urban railroads, what is the role of the 경찰서?","['긴급상황시 승객행동요령\n\n1. 긴급 상황 발생 시 연락\n\n기관사: 객실 양쪽 끝 벽의 비상통화장치\n\n관계기관: 소방서(119), 경찰서(112)\n\n종합관제소: 1·2·3호선 [1544-5005], 4호선 [051-640-7447]\n\n2. 안내에 따라 행동\n\n소화기 사용 및 출입문 비상열림장치 사용\n\n3. 터널 대피 시 주의사항\n\n반대편 선로의 열차에 주의하며 자기가 내린 열차가 있는 선로로 이동\n\n화재 발생 시 대처 방법\n\n비상통화장치 사용법\n\n1, 2, 3호선: 비상통화장치 커버를 열고 마이크를 꺼내 푸시 버튼을 누른 상태에서 통화\n\n4호선: 비상통화장치 버튼을 한 번만 누르면 관제사와 통화\n\n소화기 사용법\n\n고정밴드 걸쇠를 당겨 소화기를 꺼낸다.\n\n안전핀을 뽑는다.\n\n호스를 불이 난 곳을 향하게 한다.']","In emergency situations on urban railroads, the 경찰서 (police station) can be contacted by dialing 112 as part of the emergency response protocol.",single_hop_specifc_query_synthesizer
What is the contact number for the Busan Metropolitan Police Agency in case of an emergency during urban rail operations?,"['안전핀을 뽑는다.\n\n호스를 불이 난 곳을 향하게 한다.\n\n손잡이를 움켜쥐고 불길 주위에서부터 약재를 뿌린다.\n\n출입문 비상열림장치 사용법\n\n1, 2호선: 비상열림장치 덮개를 밀고 비상콕크 손잡이를 당긴 후 출입문을 양쪽으로 연다.\n\n3, 4호선: 비상열림장치 덮개를 열고 손잡이를 돌려 출입문을 연다.\n\n대피 요령\n\n터널 내 정차 시: 운전실을 통해 선로로 내려가 인근 역으로 대피\n\n역사 내 화재 시: 가까운 계단을 통해 대피\n\n에스컬레이터 이용 방법\n\n걷거나 뛰지 않고 제자리에 서서 손잡이를 잡고 두 줄로 서기\n\n비상상황 시 비상정지버튼을 눌러 정지\n\n신고 및 연락처\n\nNIS국가정보원: ☎111\n\n부산광역시 소방안전본부: ☎119\n\n부산지방경찰청: ☎112\n\n부산교통공사: ☎1544-5005']",The contact number for the Busan Metropolitan Police Agency is ☎112.,single_hop_specifc_query_synthesizer
"서면에 자동사진기 몇 대 설치되어 있는지, 그리고 다른 역들에 비해 어떤지 설명해줄래?",['자동사진기 설치 현황\n\n1호선\n\n하단: 1대\n\n괴정: 1대\n\n자갈치: 1대\n\n남포: 1대\n\n중앙: 1대\n\n부산: 1대\n\n범일: 1대\n\n범내골: 1대\n\n서면(1): 1대\n\n부전: 1대\n\n양정: 1대\n\n시청: 1대\n\n연산(1): 1대\n\n동래(1): 1대\n\n부산대: 1대\n\n2호선\n\n장산: 1대\n\n센텀시티: 1대\n\n수영(2): 1대\n\n경성대·부경대: 1대\n\n대연: 1대\n\n서면(2): 1대\n\n사상(2): 1대\n\n덕천(2): 1대\n\n화명: 1대\n\n3호선\n\n설치 없음\n\n4호선\n\n설치 없음'],"서면에는 1호선과 2호선 각각에 1대씩, 총 2대의 자동사진기가 설치되어 있습니다. 다른 역들과 비교했을 때, 서면은 자동사진기가 두 대 설치된 몇 안 되는 역 중 하나입니다.",single_hop_specifc_query_synthesizer
