user_input,reference_contexts,reference,synthesizer_name
"Hey, can you tell me how many meeting places are there at Myeongjang station on Line 4, I think I might have spelled it wrong as Myeongjang instead of the correct term, but I’m referring to the station listed in the context of Busan’s urban railroad system?","['4호선 만남의 장소\n\n4호선 각 역의 만남의 장소 수량은 다음과 같습니다: - 미남(4), 동래(4), 수안, 낙민, 충렬사, 명장, 서동, 금사, 반여농산물시장, 석대, 영산대, 윗반송, 고촌, 안평: 각 1개']",There is 1 meeting place at 명장 (Myeongjang) station on Line 4.,single_hop_specifc_query_synthesizer
What is the purpose of the 분실 방지용 케이스 for children's transportation cards?,"['유아용 교통카드란?\n\n용도 및 사용처\n\n취학 전 만 6세 미만 유아의 도시철도 수송질서 학습을 목적으로 제작된 교통카드를 말함\n\n도시철도 전용카드로 타 대중교통은 이용 및 환승이 불가함\n\n한 개의 카드로 전 호선 사용할 수 있음\n\n카드종류\n\n각 노선별 색상을 바탕으로 가로·세로형 각 2종, 총 8종으로 구성됨\n\n분실 방지용 케이스\n\n케이스 구매 시 동일 색상 목걸이 줄 제공\n\n제품사이즈 : 64 x 95mm\n\n인쇄사이즈 : 35 x 10mm(로고)\n\n판매가격\n\n교통카드 : 2천원\n\n분실 방지용 케이스 : 3천원(선택)\n\n신청매수\n\n신청 건당 1매 신청 가능\n\n입금 안내\n\n예약신청 후 호선별 계좌로 구매대금 선입금 필요\n\n입금 시 신청자와 입금자명은 반드시 동일하게 입력해야 함\n\n호선별 입금 계좌번호']","The 분실 방지용 케이스 is designed to prevent the loss of children's transportation cards. It comes with a matching color neck strap when purchased, has a product size of 64 x 95mm, a printing size of 35 x 10mm for the logo, and is priced at 3,000 won as an optional purchase.",single_hop_specifc_query_synthesizer
"Hey, can you tell me what is the bank account number for deposits related to 2호선 and also where to call if I got some issues or questions about it, I need to know this stuff for my financial analysis work, okay?","['입금 시 신청자와 입금자명은 반드시 동일하게 입력해야 함\n\n호선별 입금 계좌번호\n\n호선 입금 계좌번호 1호선 부산은행 101-2053-30-6809 2호선 부산은행 101-2053-30-7001 3호선 부산은행 101-2053-30-7500 4호선 부산은행 101-2053-30-7801\n\n운임할인\n\n무임\n\n유아 본인 외 사용 불가, 부정사용 적발 시 부가운임 징수함\n\n호선별 담당자 연락처\n\n1호선 051) 678-6151\n\n2호선 051) 678-6248\n\n3호선 051) 678-6351\n\n4호선 051) 605-0124']","The bank account number for deposits related to 2호선 is Busan Bank 101-2053-30-7001. If you have any issues or questions, you can contact the person in charge at 051-678-6248.",single_hop_specifc_query_synthesizer
"As a financial analyst evaluating operational aspects of public transportation, could you provide detailed information on how to access resources such as route maps and contact details for inquiries related to the Busan Metro system?",['전동차내 노선도\n\n종합노선도 다운로드\n\n1호선 다운로드\n\n2호선 다운로드\n\n3호선 다운로드\n\n4호선 다운로드\n\n관광노선도\n\n부산도시철도 관광 노선도 Busan Metro Tourist Map\n\n내려받기\n\n문의: - 열차 운행 관련: 1544-5005 - 담당부서: 여객사업처 - 전화번호: 051-640-7441'],"For the Busan Metro system, you can access various resources including route maps. Comprehensive route maps are available for download, including the overall network map and specific maps for Line 1, Line 2, Line 3, and Line 4. Additionally, a tourist map for the Busan Metro, known as the Busan Metro Tourist Map, is also available for download. For inquiries related to train operations, you can contact the relevant department at 1544-5005. For other concerns, you can reach the Passenger Service Department at 051-640-7441.",single_hop_specifc_query_synthesizer
Busan Metro에서 물건을 잃어버렸을 때 LOST112 시스템을 통해 어떻게 유실물을 찾을 수 있는지 자세한 절차와 함께 알려주세요.,"['부산도시철도 1, 2, 3, 4호선 유실물 센터에서는 각 역 및 전동차 내에서 습득한 유실물을 보관하고 있습니다. 2020년 7월 1일부터 부산교통공사 유실물시스템이 LOST112로 통합 운영됩니다.\n\n유실물서비스센터 안내\n\n위치: 부산도시철도 서면역 역무안전실\n\n운영시간: 평일 09:00~18:00 (토,일,공휴일 휴무)\n\n전화번호: 051-640-7339, 051-678-6191\n\n분실물 신고방법\n\n즉시 신고: 열차 출발 직후 분실 사실을 알게 된 경우 역무안전실로 신고\n\n늦게 신고: 종착역 또는 유실물 서비스센터로 신고\n\n열차번호 기억\n\n하차시간 기억\n\n하차한 차량의 위치 기억\n\n처리절차\n\n유실물 습득 - 전동차/역구내\n\nLOST112 유실물 정보등록 - 유실물 습득역(익일 10시까지 보관)\n\n유실물 서비스센터 보관 - 습득일로부터 7일 보관']","Busan Metro에서 물건을 잃어버렸을 경우, LOST112 시스템을 통해 유실물을 찾을 수 있습니다. 부산교통공사 유실물 시스템은 2020년 7월 1일부터 LOST112로 통합 운영되고 있습니다. 유실물은 각 역 및 전동차 내에서 습득된 후, 습득역에서 익일 10시까지 보관되며, 이후 유실물 서비스센터로 이동되어 습득일로부터 7일간 보관됩니다. 분실물 신고 방법은 다음과 같습니다: 열차 출발 직후 분실 사실을 알게 된 경우 즉시 역무안전실로 신고하거나, 늦게 알게 된 경우 종착역 또는 유실물 서비스센터로 신고하세요. 신고 시 열차번호, 하차 시간, 하차한 차량의 위치를 기억해 두는 것이 중요합니다. 유실물 서비스센터는 부산도시철도 서면역 역무안전실에 위치하며, 운영시간은 평일 09:00~18:00이고 토, 일, 공휴일은 휴무입니다. 문의는 전화번호 051-640-7339 또는 051-678-6191로 하실 수 있습니다.",single_hop_specifc_query_synthesizer
대사역에서 유실물 관련 서비스를 어떻게 이용할 수 있나요?,['유실물 서비스센터 보관 - 습득일로부터 7일 보관\n\n본인 인계 또는 경찰청 인계 - 습득일로부터 7일 이내 유실자가 나타나지 않을 시\n\n부산김해경전철 유실물센터 안내\n\n운영시간: 09:00~18:00 / 유실물보관소\n\n운영시간 이후: 일과시간 종료 후 (공휴일 포함) / 대사역\n\n부산김해경전철 유실물현황은 해당 사이트에서 확인 가능합니다.'],"대사역에서는 운영시간 이후, 즉 일과시간 종료 후나 공휴일에 유실물 관련 서비스를 이용할 수 있습니다.",single_hop_specifc_query_synthesizer
"Ji-hoon Park here, can u tell me about the smart libaries instalation status in Busan Metro stations?",['스마트 도서관 설치 현황\n\n부산 지하철 역별 스마트 도서관 설치 현황은 다음과 같습니다:\n\n호선 역명 수량 장소 설치기관 1호선 연산역 1 지하1층 연제구청 1호선 교대역 1 지하1층 연제구청 2호선 센텀시티역 1 지하1층 해운대 인문학도서관 2호선 덕천역 1 지하1층 북구청 2호선 양산역 1 지하1층 양산시 3호선 망미역 1 지하1층 수영구청 3호선 종합운동장역 1 지하2층 연제구청 3호선 대저역 1 2층 강서구청'],"As per the current status of smart library installations in Busan Metro stations, the following details are available: On Line 1, Yeonsan Station has 1 smart library on B1F managed by Yeonje-gu Office, and Gyodae Station also has 1 on B1F managed by Yeonje-gu Office. On Line 2, Centum City Station has 1 on B1F managed by Haeundae Humanities Library, Deokcheon Station has 1 on B1F managed by Buk-gu Office, and Yangsan Station has 1 on B1F managed by Yangsan City. On Line 3, Mangmi Station has 1 on B1F managed by Suyeong-gu Office, Comprehensive Sports Complex Station has 1 on B2F managed by Yeonje-gu Office, and Daejeo Station has 1 on the 2nd floor managed by Gangseo-gu Office.",single_hop_specifc_query_synthesizer
Where is 신평 station located on the Busan Metro line?,"['부산도시철도는 시민들의 약속을 지켜드립니다! 역별 열차시각은 상황에 따라 변경될 수 있습니다. 주말, 평일 오전 9시 이전이나 오후 6시 이후 열차 시각 문의는 콜센터(1544-5005)로 문의해주시기 바랍니다.\n\n호선별 역 안내\n\n1호선\n\n다대포해수욕장\n\n다대포항\n\n낫개\n\n신장림\n\n장림\n\n동매\n\n신평\n\n하단\n\n당리\n\n사하\n\n괴정\n\n대티\n\n서대신\n\n동대신\n\n토성\n\n자갈치\n\n남포\n\n중앙\n\n부산\n\n초량\n\n부산진\n\n좌천\n\n범일\n\n범내골\n\n환승역서면(1)\n\n부전\n\n양정\n\n시청\n\n환승역연산(1)\n\n환승역교대(1)\n\n환승역동래(1)\n\n명륜\n\n온천장\n\n부산대\n\n장전\n\n구서\n\n두실\n\n남산\n\n범어사\n\n노포\n\n담당부서 : 승무처 전화번호 : 051-640-7324']","신평 station is located on Line 1 of the Busan Metro, between 동매 and 하단 stations.",single_hop_specifc_query_synthesizer
"As a city transportation official, can you explain the role of Minam in the patrol duties of the Busan Police Department's Crime Prevention Response Division?","['현황\n\n부산경찰청 범죄예방대응과 기동순찰대는 경찰관 16명으로 구성되어 있으며, 서면역을 중심으로 6개 출장소에서 거점 및 유동 근무를 실시하고 있습니다. 연락처는 051-899-3046입니다.\n\n시간대별 근무\n\n출·퇴근시간대 집중순찰 (08:00 ~ 19:00): 주요 환승역 승강장에서 유동순찰 및 거점근무를 실시합니다. 주요 근무 장소는 서면, 연산, 수영, 미남입니다.\n\n권역별 거점근무 (출·퇴근시간대 외): 6개 권역에서 가시적 순찰활동을 실시합니다.\n\n1권역: 서면~호포\n\n2권역: 서면~장산\n\n3권역: 노포~연산\n\n4권역: 부산역~다대포\n\n5권역: 안평~대저\n\n6권역: 수영~미남']","Minam serves as one of the key locations for patrol duties by the Busan Police Department's Crime Prevention Response Division. It is a primary spot for mobile patrols and stationed duties during peak commuting hours from 08:00 to 19:00 at major transfer stations. Additionally, Minam falls within the 6th patrol zone, covering the area from Suyeong to Minam, where visible patrol activities are conducted outside of commuting hours.",single_hop_specifc_query_synthesizer
"Hey, can you tell me about the 3호선, like how many spots got them electric wheelchair fast chargers installed and where exactly are these places at in the line?","['부산 도시철도 각 호선의 전동휠체어 급속충전기 설치 현황은 다음과 같습니다.\n\n1호선\n\n총 30개소\n\n주요 설치 위치: 다대포해수욕장, 다대포항, 낫개, 신장림 등\n\n2호선\n\n총 31개소\n\n주요 설치 위치: 장산, 중동, 해운대, 벡스코(시립미술관) 등\n\n3호선\n\n총 12개소\n\n주요 설치 위치: 망미, 배산, 물만골, 거제(3) 등\n\n4호선\n\n총 7개소\n\n주요 설치 위치: 수안, 낙민, 충렬사, 명장 등\n\n각 역의 자세한 설치 위치는 역명과 함께 제공됩니다.']","For the 3호선 of the Busan Metro, there are a total of 12 locations with electric wheelchair fast chargers installed. The main installation spots include Mangmi, Baesan, Mulmangol, and Geoje(3).",single_hop_specifc_query_synthesizer
Busan Gyotong Gongsa에 대해 뭐야?,"['회원정보동의\n\n홈페이지 이용약관, 개인정보 수집 및 이용안내에 미동의 시 회원가입에 제한이 있습니다.\n\n개인정보는 [개인정보보호법]에 따라 보호됩니다.\n\n회원가입 후 2년 경과 시 개인정보 수집에 대한 재동의를 받습니다. 미동의 시 회원탈퇴 및 정보 삭제가 가능합니다.\n\n부산교통공사 홈페이지 이용약관\n\n제1조【목적 등】\n\n이 약관은 부산교통공사 홈페이지 회원가입 및 이용에 관한 사항을 규정합니다.\n\n제2조【회원에 대한 서비스 제공】\n\n열차운행 정보, 도시철도 문화행사 정보, 단체승차권 및 안전체험장 서비스 신청결과 등 제공\n\n제4조【약관의 효력발생】\n\n약관은 홈페이지에 게시하거나 공지하여 효력을 발생합니다.']","부산교통공사는 부산 도시철도 운영을 담당하며, 홈페이지를 통해 회원가입 및 이용 약관을 규정하고 있습니다. 회원에게 열차운행 정보, 도시철도 문화행사 정보, 단체승차권 및 안전체험장 서비스 신청 결과 등을 제공합니다. 또한, 홈페이지 이용약관은 게시하거나 공지함으로써 효력을 발생합니다.",single_hop_specifc_query_synthesizer
"As a facilities manager for the Busan Metro, can you explain the role of a 휴대폰번호 in the membership registration process for the homepage system?","['약관은 홈페이지에 게시하거나 공지하여 효력을 발생합니다.\n\n변경된 약관은 공지 후 효력을 발생하며, 동의하지 않으면 회원등록을 취소할 수 있습니다.\n\n제6조 【이용신청의 승낙】\n\n실명이 아닌 경우, 타인 명의 사용, 허위 기재 시 이용을 승낙하지 않을 수 있습니다.\n\n제7조【서비스의 변경, 중지】\n\n서비스 중단 시 사전 고지기간은 1개월입니다.\n\n약관 위배 시 서비스 사용을 중지할 수 있습니다.\n\n제10조【개인정보보호정책】\n\n회원정보는 서비스 제공 목적으로 이용되며, 본인의 승낙 없이 제3자에게 누설하지 않습니다.\n\n개인정보 수집·이용안내\n\n목적: 홈페이지 시스템 운영 및 회원 관리\n\n수집항목: 필수 - 이름, 휴대폰번호, 이메일주소; 선택 - 주소, 전화번호\n\n보유기간: 2년']","In the membership registration process for the homepage system, a 휴대폰번호 is a mandatory item collected for the purpose of system operation and member management.",single_hop_specifc_query_synthesizer
Busan 도시철도에서 어린이 요금 할인 혜택을 어떻게 받을 수 있나요?,"['1회용 QR승차권 구매\n\n자동발매기에서 구매 가능하며, 목적지에 따라 요금이 다릅니다.\n\n노선도에서 목적지 선택 후 요금을 확인하고 결제하면 승차권과 거스름돈이 나옵니다.\n\n교통카드 구매 및 충전\n\n교통카드는 자동충전기와 편의점에서 구매할 수 있습니다.\n\n청소년과 어린이는 생년월일 등록 후 요금 할인을 받을 수 있습니다.\n\n자동발매기 또는 자동충전기에서 충전 가능하며, 금액 입력 후 결제하면 됩니다.\n\n교통카드 환불\n\n교통카드 잔액은 편의점에서 환불받을 수 있습니다.\n\n모바일 승차권\n\n애플리케이션은 구글 플레이스토어 또는 애플 앱스토어에서 다운로드 가능합니다.\n\n메트로페이 충전 및 정기승차권 구매 가능하며, 도시철도만 이용할 수 있습니다.']",Busan 도시철도에서 어린이는 생년월일 등록 후 요금 할인을 받을 수 있습니다.,single_hop_specifc_query_synthesizer
"Hey, can sumone tell me if I can bring my foldable bike on the Busan Metro any day of the week or are there specific restrickshuns for certin days?","['메트로페이 충전 및 정기승차권 구매 가능하며, 도시철도만 이용할 수 있습니다.\n\n모바일 승차권 충전 및 환불\n\n자동발매기에서 QR코드를 인식시켜 충전 및 환불 가능합니다.\n\n메트로페이 환불 시 수수료가 있으며, 정기승차권은 사용하지 않은 경우에 한해 환불 가능합니다.\n\n게이트 통과\n\nQR승차권, 교통카드, 모바일승차권을 이용해 게이트를 통과할 수 있습니다.\n\n목적지에서 내린 후 승차권을 다시 인식시켜야 합니다.\n\n탑승 방법\n\n열차 대기 시 출입문 양쪽에 줄을 서고, 승객이 하차한 후 탑승합니다.\n\n자전거 탑승\n\n휴일이나 주말에만 자전거를 가지고 탑승할 수 있으며, 접이식 자전거는 모든 요일에 가능합니다.']","Yes, you can bring a foldable bike on the Busan Metro on any day of the week. According to the metro rules, foldable bikes are allowed every day, unlike regular bicycles which are only permitted on holidays and weekends.",single_hop_specifc_query_synthesizer
"Hey, how many escalator on 3호선 got?","['부산 도시철도의 외부경사로 현황은 다음과 같습니다.\n\n1호선\n\n총 67개\n\n주요 역: 낫개, 신평, 하단, 당리, 사하, 괴정, 대티, 서대신, 동대신, 토성, 자갈치, 남포, 중앙, 부산, 초량, 부산진, 좌천, 범일, 범내골, 서면(1), 부전, 양정, 시청, 교대(1), 동래(1), 명륜, 온천장, 부산대, 장전, 두실, 남산, 범어사, 노포\n\n2호선\n\n총 92개\n\n주요 역: 장산, 중동, 해운대, 동백, 벡스코(시립미술관), 센텀시티, 민락, 수영(2), 광안, 금련산, 남천, 경성대·부경대, 대연, 못골, 지게골, 문현, 국제금융센터·부산은행, 전포, 서면(2), 부암, 가야, 동의대, 개금, 냉정, 주례, 감전, 사상(2), 덕포, 모덕, 모라, 구남, 구명, 덕천(2), 수정, 화명, 율리, 금곡, 호포, 증산, 양산\n\n3호선\n\n총 25개']",There are a total of 25 escalators on 3호선.,single_hop_specifc_query_synthesizer
"Hey, can you tell me if 만덕 is on the line 3 or not, I’m not sure?","['3호선\n\n총 25개\n\n주요 역: 망미, 배산, 물만골, 연산(3), 거제(3), 종합운동장, 사직, 미남(3), 만덕, 남산정, 숙등, 덕천(3), 구포, 강서구청, 체육공원\n\n4호선\n\n없음']","Yes, 만덕 is on Line 3. It is one of the major stations listed for that line.",single_hop_specifc_query_synthesizer
"As a financial analyst evaluating the infrastructure costs for the Busan Metro, could you provide detailed information on the number of escalators installed specifically for Line 4, known as 4호선, and how this figure compares to the other lines in the system?",['부산 도시철도 에스컬레이터는 총 652대가 운영 중입니다. 각 호선별 에스컬레이터 수는 다음과 같습니다:\n\n1호선: 141대\n\n2호선: 206대\n\n3호선: 174대\n\n4호선: 131대\n\n각 역별 에스컬레이터 수는 다음과 같습니다:\n\n1호선\n\n다대포해수욕장: 13대\n\n다대포항: 21대\n\n낫개: 13대\n\n신장림: 12대\n\n장림: 14대\n\n동매: 12대\n\n하단: 2대\n\n괴정: 2대\n\n대티: 3대\n\n서대신: 7대\n\n자갈치: 6대\n\n남포: 7대\n\n중앙: 2대\n\n부산: 6대\n\n범내골: 2대\n\n서면(1): 10대\n\n연산(1): 4대\n\n교대(1): 1대\n\n동래(1): 2대\n\n범어사: 1대\n\n노포: 1대\n\n2호선\n\n벡스코(시립미술관): 2대\n\n센텀시티: 14대\n\n민락: 8대\n\n수영(2): 6대\n\n광안: 8대\n\n금련산: 8대\n\n남천: 8대\n\n경성대·부경대: 8대\n\n대연: 8대\n\n못골: 8대\n\n지게골: 8대\n\n문현: 8대\n\n국제금융센터·부산은행: 4대'],"For Line 4, known as 4호선, there are 131 escalators installed in the Busan Metro system. In comparison, Line 1 has 141 escalators, Line 2 has 206 escalators, and Line 3 has 174 escalators. Thus, Line 4 has the fewest number of escalators among the four lines.",single_hop_specifc_query_synthesizer
