user_input,reference_contexts,reference,synthesizer_name
"As a public transportation policy advisor in Busan City, I am seeking detailed information regarding the classification of stations under the Urban Railroad Act. Could you specify whether 금련산 station is designated as a dedicated or a combined station, and under which line it operates?","['총 42개소\n\n전용: 벡스코(시립미술관), 민락, 금련산, 문현, 냉정, 증산, 남양산\n\n겸용: 장산, 중동, 해운대, 동백, 센텀시티, 수영(2), 광안, 남천, 경성대·부경대, 대연, 못골, 지게골, 국제금융센터·부산은행, 전포, 부암, 가야, 동의대, 개금, 주례, 감전, 사상(2), 덕포, 모덕, 모라, 구남, 구명, 덕천(2), 수정, 화명, 율리, 동원, 금곡, 호포, 양산\n\n3호선\n\n총 14개소\n\n전용: 망미, 배산, 물만골, 거제(3), 종합운동장, 사직, 미남(3), 남산정, 구포\n\n겸용: 만덕, 숙등, 강서구청, 체육공원, 대저(3)\n\n4호선\n\n총 13개소\n\n전용: 동래(4), 수안, 낙민, 충렬사, 명장, 서동, 반여농산물시장, 석대, 영산대, 윗반송, 고촌, 안평\n\n겸용: 금사']","금련산 station is designated as a dedicated station and operates under the list of stations that includes both dedicated and combined categories, though specific line information is not detailed in the provided context.",single_hop_specifc_query_synthesizer
"Hey, can you tell me if 장산 station got any escalators or what, I mean like is it one of them places with dedicated or shared ones, and which line it on, I’m kinda confused bout all this metro stuff in Busan?","['총 42개소\n\n전용: 벡스코(시립미술관), 민락, 금련산, 문현, 냉정, 증산, 남양산\n\n겸용: 장산, 중동, 해운대, 동백, 센텀시티, 수영(2), 광안, 남천, 경성대·부경대, 대연, 못골, 지게골, 국제금융센터·부산은행, 전포, 부암, 가야, 동의대, 개금, 주례, 감전, 사상(2), 덕포, 모덕, 모라, 구남, 구명, 덕천(2), 수정, 화명, 율리, 동원, 금곡, 호포, 양산\n\n3호선\n\n총 14개소\n\n전용: 망미, 배산, 물만골, 거제(3), 종합운동장, 사직, 미남(3), 남산정, 구포\n\n겸용: 만덕, 숙등, 강서구청, 체육공원, 대저(3)\n\n4호선\n\n총 13개소\n\n전용: 동래(4), 수안, 낙민, 충렬사, 명장, 서동, 반여농산물시장, 석대, 영산대, 윗반송, 고촌, 안평\n\n겸용: 금사']","장산 station is listed under the '겸용' category, which means it has shared escalators. It is not specified under a particular line in the provided context, but it is included in the general list of stations with escalators in the Busan Metro system.",single_hop_specifc_query_synthesizer
What is the parking capacity at Suyeong station on Line 2?,"['역세권 주차장 현황\n\n부산 도시철도 각 호선의 역세권 주차공간에 대한 정보입니다. 역별 주차면수, 면적, 관리주체, 전화번호, 비고를 제공합니다.\n\n1호선\n\n다대포해수욕장: 지상 114면, 지하 1층 10면, 지하 2층 44면. 관리주체: 부산교통공사. 전화번호: 010-4695-1023\n\n신평: 88면. 관리주체: 부산교통공사. 전화번호: 206-5882\n\n하단: 151면. 관리주체: 부산시설공단. 전화번호: 860-7713\n\n부산: 500면. 관리주체: KORAIL. 전화번호: 441-7782\n\n동래: 405면. 관리주체: 부산시설공단. 전화번호: 860-7702\n\n2호선\n\n수영: 327면. 관리주체: 부산교통공사. 전화번호: 751-1135\n\n남천: 109면. 관리주체: 수영구청. 전화번호: 610-4552\n\n전포: 내부 112면, 주변 27면. 관리주체: 부산교통공사. 전화번호: 802-7801']",The parking capacity at Suyeong station on Line 2 is 327 spaces.,single_hop_specifc_query_synthesizer
Busan Gyotong Gongsa가 관리하는 주차장은 어디인가요?,"['역세권 주차장 현황\n\n부산 도시철도 각 호선의 역세권 주차공간에 대한 정보입니다. 역별 주차면수, 면적, 관리주체, 전화번호, 비고를 제공합니다.\n\n1호선\n\n다대포해수욕장: 지상 114면, 지하 1층 10면, 지하 2층 44면. 관리주체: 부산교통공사. 전화번호: 010-4695-1023\n\n신평: 88면. 관리주체: 부산교통공사. 전화번호: 206-5882\n\n하단: 151면. 관리주체: 부산시설공단. 전화번호: 860-7713\n\n부산: 500면. 관리주체: KORAIL. 전화번호: 441-7782\n\n동래: 405면. 관리주체: 부산시설공단. 전화번호: 860-7702\n\n2호선\n\n수영: 327면. 관리주체: 부산교통공사. 전화번호: 751-1135\n\n남천: 109면. 관리주체: 수영구청. 전화번호: 610-4552\n\n전포: 내부 112면, 주변 27면. 관리주체: 부산교통공사. 전화번호: 802-7801']","부산교통공사가 관리하는 주차장은 1호선의 다대포해수욕장(지상 114면, 지하 1층 10면, 지하 2층 44면), 신평(88면), 2호선의 수영(327면), 전포(내부 112면, 주변 27면)입니다.",single_hop_specifc_query_synthesizer
Busan Metro 강서구청 station escalator maintenance details and contact information for reporting issues,"['전포: 내부 112면, 주변 27면. 관리주체: 부산교통공사. 전화번호: 802-7801\n\n구남: 124면. 관리주체: 부산시설공단. 전화번호: 860-7701\n\n덕천: 175면. 관리주체: 북구청. 전화번호: 309-4504\n\n3호선\n\n대저: 내부 17면, 외부 127면. 관리주체: 부산교통공사. 전화번호: 010-3591-0625\n\n체육공원: 1층 28면, 2층 21면. 관리주체: 부산교통공사. 전화번호: 010-3591-0625\n\n강서구청: 내부 28면, 외부 72면. 관리주체: 부산교통공사. 전화번호: 010-3591-0625\n\n4호선\n\n안평: 외부 189면. 관리주체: 부산교통공사. 전화번호: 051-722-8854\n\n주차 요금표\n\n부산교통공사 설치 위탁주차장 요금표는 다음과 같습니다:\n\n1급지: 시간제 주차 500원 (10분마다), 1일 주차 15,000원, 월 주차 주간 160,000원, 야간 80,000원']","At 강서구청 station on Line 3 of the Busan Metro, there are 28 internal escalators and 72 external escalators. The management authority responsible for maintenance is 부산교통공사, and the contact number for reporting issues or inquiries is 010-3591-0625.",single_hop_specifc_query_synthesizer
"Hey, can you tell me who manages the parking at Dukcheon station in Busan?","['전포: 내부 112면, 주변 27면. 관리주체: 부산교통공사. 전화번호: 802-7801\n\n구남: 124면. 관리주체: 부산시설공단. 전화번호: 860-7701\n\n덕천: 175면. 관리주체: 북구청. 전화번호: 309-4504\n\n3호선\n\n대저: 내부 17면, 외부 127면. 관리주체: 부산교통공사. 전화번호: 010-3591-0625\n\n체육공원: 1층 28면, 2층 21면. 관리주체: 부산교통공사. 전화번호: 010-3591-0625\n\n강서구청: 내부 28면, 외부 72면. 관리주체: 부산교통공사. 전화번호: 010-3591-0625\n\n4호선\n\n안평: 외부 189면. 관리주체: 부산교통공사. 전화번호: 051-722-8854\n\n주차 요금표\n\n부산교통공사 설치 위탁주차장 요금표는 다음과 같습니다:\n\n1급지: 시간제 주차 500원 (10분마다), 1일 주차 15,000원, 월 주차 주간 160,000원, 야간 80,000원']","The parking at 덕천 station in Busan is managed by 북구청, and their contact number is 309-4504.",single_hop_specifc_query_synthesizer
"As a maintenance engineer for the Busan Metro, could you clarify which category of parking fees applies to the Hopo station?","['1급지: 시간제 주차 500원 (10분마다), 1일 주차 15,000원, 월 주차 주간 160,000원, 야간 80,000원\n\n2급지: 시간제 주차 300원, 1일 주차 8,000원, 월 주차 주간 90,000원, 야간 70,000원\n\n3급지: 시간제 주차 200원, 1일 주차 4,700원, 월 주차 주간 50,000원, 야간 40,000원\n\n4급지: 시간제 주차 100원, 1일 주차 2,400원, 월 주차 주간 30,000원, 야간 22,000원\n\n2급지에는 수영, 전포(내부), 호포(양산시 급지 적용)가 포함됩니다. 3급지에는 다대포해수욕장, 신평, 안평, 대저(내·외부), 체육공원(1·2층), 강서구청(내·외부)가 포함됩니다.']","The Hopo station falls under the 2급지 category for parking fees, where the rates are as follows: hourly parking at 300 won, daily parking at 8,000 won, monthly daytime parking at 90,000 won, and monthly nighttime parking at 70,000 won. Note that Hopo applies the Yangsan City rate.",single_hop_specifc_query_synthesizer
"As a maintenance engineer for the Busan Metro, could you explain the parking fee structure for 4급지 areas?","['1급지: 시간제 주차 500원 (10분마다), 1일 주차 15,000원, 월 주차 주간 160,000원, 야간 80,000원\n\n2급지: 시간제 주차 300원, 1일 주차 8,000원, 월 주차 주간 90,000원, 야간 70,000원\n\n3급지: 시간제 주차 200원, 1일 주차 4,700원, 월 주차 주간 50,000원, 야간 40,000원\n\n4급지: 시간제 주차 100원, 1일 주차 2,400원, 월 주차 주간 30,000원, 야간 22,000원\n\n2급지에는 수영, 전포(내부), 호포(양산시 급지 적용)가 포함됩니다. 3급지에는 다대포해수욕장, 신평, 안평, 대저(내·외부), 체육공원(1·2층), 강서구청(내·외부)가 포함됩니다.']","In 4급지 areas, the parking fees are as follows: hourly parking is 100 won per 10 minutes, daily parking is 2,400 won, monthly parking during the day is 30,000 won, and monthly parking at night is 22,000 won.",single_hop_specifc_query_synthesizer
다대포해수욕장 역의 만남의 장소 수는 몇 개야?,"['1호선 만남의 장소\n\n1호선 각 역의 만남의 장소 수량은 다음과 같습니다: - 다대포해수욕장, 다대포항, 낫개, 신장림, 장림, 동매, 신평, 하단, 당리, 사하, 괴정, 대티, 서대신, 동대신, 토성, 자갈치, 남포, 중앙, 부산, 초량, 부산진, 좌천, 범일, 범내골, 부전, 양정, 시청, 연산(1), 교대(1), 동래(1), 명륜, 온천장, 부산대, 장전, 구서, 남산, 범어사, 노포: 각 1개 - 두실: 2개 - 서면(1): 0개\n\n2호선 만남의 장소']",다대포해수욕장 역에는 만남의 장소가 1개 있습니다.,single_hop_specifc_query_synthesizer
What is the number of meeting places at Jangrim station on Line 1?,"['1호선 만남의 장소\n\n1호선 각 역의 만남의 장소 수량은 다음과 같습니다: - 다대포해수욕장, 다대포항, 낫개, 신장림, 장림, 동매, 신평, 하단, 당리, 사하, 괴정, 대티, 서대신, 동대신, 토성, 자갈치, 남포, 중앙, 부산, 초량, 부산진, 좌천, 범일, 범내골, 부전, 양정, 시청, 연산(1), 교대(1), 동래(1), 명륜, 온천장, 부산대, 장전, 구서, 남산, 범어사, 노포: 각 1개 - 두실: 2개 - 서면(1): 0개\n\n2호선 만남의 장소']",There is 1 meeting place at Jangrim station on Line 1.,single_hop_specifc_query_synthesizer
"As a maintenance engineer for the Busan Metro, could you tell me how many meeting places are designated at Minrak Station on Line 2?","['2호선 만남의 장소\n\n2호선 각 역의 만남의 장소 수량은 다음과 같습니다: - 장산, 중동, 해운대, 동백, 벡스코(시립미술관), 센텀시티, 민락, 금련산, 남천, 경성대·부경대, 대연, 못골, 지게골, 문현, 전포, 부암, 가야, 동의대, 개금, 냉정, 주례, 감전, 사상(2), 덕포, 모덕, 모라, 구남, 구명, 수정, 화명, 율리, 동원, 금곡, 증산, 부산대양산캠퍼스, 남양산, 양산: 각 1개 - 수영(2), 광안, 호포: 각 2개 - 국제금융센터·부산은행, 서면(2): 0개 - 덕천(2): 3개\n\n3호선 만남의 장소\n\n3호선 각 역의 만남의 장소 수량은 다음과 같습니다: - 수영(3), 망미, 배산, 물만골, 연산(3), 거제(3), 종합운동장, 사직, 미남(3), 만덕, 남산정, 숙등, 구포, 강서구청, 체육공원, 대저(3): 각 1개 - 덕천(3): 3개']",There is 1 designated meeting place at Minrak Station on Line 2 of the Busan Metro.,single_hop_specifc_query_synthesizer
Busan Metro 2호선 벡스코 역의 만남의 장소 수는 몇 개인가요?,"['2호선 만남의 장소\n\n2호선 각 역의 만남의 장소 수량은 다음과 같습니다: - 장산, 중동, 해운대, 동백, 벡스코(시립미술관), 센텀시티, 민락, 금련산, 남천, 경성대·부경대, 대연, 못골, 지게골, 문현, 전포, 부암, 가야, 동의대, 개금, 냉정, 주례, 감전, 사상(2), 덕포, 모덕, 모라, 구남, 구명, 수정, 화명, 율리, 동원, 금곡, 증산, 부산대양산캠퍼스, 남양산, 양산: 각 1개 - 수영(2), 광안, 호포: 각 2개 - 국제금융센터·부산은행, 서면(2): 0개 - 덕천(2): 3개\n\n3호선 만남의 장소\n\n3호선 각 역의 만남의 장소 수량은 다음과 같습니다: - 수영(3), 망미, 배산, 물만골, 연산(3), 거제(3), 종합운동장, 사직, 미남(3), 만덕, 남산정, 숙등, 구포, 강서구청, 체육공원, 대저(3): 각 1개 - 덕천(3): 3개']",Busan Metro 2호선 벡스코 역의 만남의 장소 수는 1개입니다.,single_hop_specifc_query_synthesizer
수안 역에 만남의 장소가 몇 개 있나요?,"['4호선 만남의 장소\n\n4호선 각 역의 만남의 장소 수량은 다음과 같습니다: - 미남(4), 동래(4), 수안, 낙민, 충렬사, 명장, 서동, 금사, 반여농산물시장, 석대, 영산대, 윗반송, 고촌, 안평: 각 1개']",수안 역에는 만남의 장소가 1개 있습니다.,single_hop_specifc_query_synthesizer
How many meeting places are there at Minam Station on Line 4?,"['4호선 만남의 장소\n\n4호선 각 역의 만남의 장소 수량은 다음과 같습니다: - 미남(4), 동래(4), 수안, 낙민, 충렬사, 명장, 서동, 금사, 반여농산물시장, 석대, 영산대, 윗반송, 고촌, 안평: 각 1개']",There are 4 meeting places at Minam Station on Line 4.,single_hop_specifc_query_synthesizer
"Busan Metro에서 유아용 교통카드와 함께 제공되는 분실 방지용 케이스에 대해 자세히 알려주세요. 케이스의 특징과 가격, 구매 방법은 무엇인가요?","['유아용 교통카드란?\n\n용도 및 사용처\n\n취학 전 만 6세 미만 유아의 도시철도 수송질서 학습을 목적으로 제작된 교통카드를 말함\n\n도시철도 전용카드로 타 대중교통은 이용 및 환승이 불가함\n\n한 개의 카드로 전 호선 사용할 수 있음\n\n카드종류\n\n각 노선별 색상을 바탕으로 가로·세로형 각 2종, 총 8종으로 구성됨\n\n분실 방지용 케이스\n\n케이스 구매 시 동일 색상 목걸이 줄 제공\n\n제품사이즈 : 64 x 95mm\n\n인쇄사이즈 : 35 x 10mm(로고)\n\n판매가격\n\n교통카드 : 2천원\n\n분실 방지용 케이스 : 3천원(선택)\n\n신청매수\n\n신청 건당 1매 신청 가능\n\n입금 안내\n\n예약신청 후 호선별 계좌로 구매대금 선입금 필요\n\n입금 시 신청자와 입금자명은 반드시 동일하게 입력해야 함\n\n호선별 입금 계좌번호']","Busan Metro의 유아용 교통카드와 함께 제공되는 분실 방지용 케이스는 카드 분실을 방지하기 위한 선택 품목으로, 케이스 구매 시 동일 색상의 목걸이 줄이 제공됩니다. 케이스의 제품 사이즈는 64 x 95mm이며, 로고 인쇄 사이즈는 35 x 10mm입니다. 판매 가격은 3천원입니다. 구매를 위해 예약 신청 후 호선별 계좌로 구매 대금을 선입금해야 하며, 입금 시 신청자와 입금자명이 반드시 동일해야 합니다.",single_hop_specifc_query_synthesizer
"As a maintenance engineer for the Busan Metro, I am curious about the specifics of the 유아용 교통카드. Could you provide detailed information regarding its purpose, usage limitations, available types, pricing, and the process for purchasing one?","['유아용 교통카드란?\n\n용도 및 사용처\n\n취학 전 만 6세 미만 유아의 도시철도 수송질서 학습을 목적으로 제작된 교통카드를 말함\n\n도시철도 전용카드로 타 대중교통은 이용 및 환승이 불가함\n\n한 개의 카드로 전 호선 사용할 수 있음\n\n카드종류\n\n각 노선별 색상을 바탕으로 가로·세로형 각 2종, 총 8종으로 구성됨\n\n분실 방지용 케이스\n\n케이스 구매 시 동일 색상 목걸이 줄 제공\n\n제품사이즈 : 64 x 95mm\n\n인쇄사이즈 : 35 x 10mm(로고)\n\n판매가격\n\n교통카드 : 2천원\n\n분실 방지용 케이스 : 3천원(선택)\n\n신청매수\n\n신청 건당 1매 신청 가능\n\n입금 안내\n\n예약신청 후 호선별 계좌로 구매대금 선입금 필요\n\n입금 시 신청자와 입금자명은 반드시 동일하게 입력해야 함\n\n호선별 입금 계좌번호']","The 유아용 교통카드 is a transportation card designed for preschool children under the age of 6 to learn about urban railway transportation order. It is exclusively for use on urban railways and cannot be used for other public transportation or transfers. A single card can be used across all lines. There are a total of 8 types of cards, with 2 designs (horizontal and vertical) for each line, based on the color of the respective line. The card comes with an optional loss-prevention case, and if purchased, a matching colored neck strap is provided. The product size is 64 x 95mm, with a printing size of 35 x 10mm for the logo. The price of the transportation card is 2,000 won, and the loss-prevention case costs an additional 3,000 won. Only one card can be applied for per application. After making a reservation, the purchase amount must be prepaid into the designated account for the respective line. When making the payment, the name of the applicant and the depositor must be identical. The specific account numbers for each line are provided for payment.",single_hop_specifc_query_synthesizer
Wht is the contact numbr for 3호선?,"['입금 시 신청자와 입금자명은 반드시 동일하게 입력해야 함\n\n호선별 입금 계좌번호\n\n호선 입금 계좌번호 1호선 부산은행 101-2053-30-6809 2호선 부산은행 101-2053-30-7001 3호선 부산은행 101-2053-30-7500 4호선 부산은행 101-2053-30-7801\n\n운임할인\n\n무임\n\n유아 본인 외 사용 불가, 부정사용 적발 시 부가운임 징수함\n\n호선별 담당자 연락처\n\n1호선 051) 678-6151\n\n2호선 051) 678-6248\n\n3호선 051) 678-6351\n\n4호선 051) 605-0124']",The contact number for 3호선 is 051-678-6351.,single_hop_specifc_query_synthesizer
"As a financial analyst for a public transportation authority, could you provide me with the specific bank account number designated for deposits related to the 4호선, and additionally, inform me about the contact number for the person in charge of this line to address any financial queries or concerns?","['입금 시 신청자와 입금자명은 반드시 동일하게 입력해야 함\n\n호선별 입금 계좌번호\n\n호선 입금 계좌번호 1호선 부산은행 101-2053-30-6809 2호선 부산은행 101-2053-30-7001 3호선 부산은행 101-2053-30-7500 4호선 부산은행 101-2053-30-7801\n\n운임할인\n\n무임\n\n유아 본인 외 사용 불가, 부정사용 적발 시 부가운임 징수함\n\n호선별 담당자 연락처\n\n1호선 051) 678-6151\n\n2호선 051) 678-6248\n\n3호선 051) 678-6351\n\n4호선 051) 605-0124']",The bank account number designated for deposits related to the 4호선 is Busan Bank 101-2053-30-7801. The contact number for the person in charge of the 4호선 is 051-605-0124.,single_hop_specifc_query_synthesizer
"Hey, where I can get map for 4호선?",['전동차내 노선도\n\n종합노선도 다운로드\n\n1호선 다운로드\n\n2호선 다운로드\n\n3호선 다운로드\n\n4호선 다운로드\n\n관광노선도\n\n부산도시철도 관광 노선도 Busan Metro Tourist Map\n\n내려받기\n\n문의: - 열차 운행 관련: 1544-5005 - 담당부서: 여객사업처 - 전화번호: 051-640-7441'],You can download the map for 4호선 from the comprehensive route map section provided by Busan Metro.,single_hop_specifc_query_synthesizer
Where can I download the route map for the 4호선 in Busan?,['전동차내 노선도\n\n종합노선도 다운로드\n\n1호선 다운로드\n\n2호선 다운로드\n\n3호선 다운로드\n\n4호선 다운로드\n\n관광노선도\n\n부산도시철도 관광 노선도 Busan Metro Tourist Map\n\n내려받기\n\n문의: - 열차 운행 관련: 1544-5005 - 담당부서: 여객사업처 - 전화번호: 051-640-7441'],You can download the route map for the 4호선 from the comprehensive route map section provided by the Busan Metro.,single_hop_specifc_query_synthesizer
